Customer_ID,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Tenure_Group,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Service_Count,Service_Category,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Monthly_Charges_Group,Total_Charges,CLTV,CLTV_Group,Churn_Score,Churn_Risk,Churn_Label,Churn_Reason
2135-RXIHG,United States,California,Carson,90745,33.822295,-118.26411,Male,No,No,No,1,New Customer,Yes,No,DSL,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Electronic check,45.65,Medium,45.65,2600,Low CLTV,73,High Risk,Yes,Poor expertise of online support
3874-EQOEP,United States,California,Long Beach,90804,33.783047,-118.1486,Male,No,No,Yes,7,Early Customer,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Standard,Month-to-month,No,Mailed check,95,High,655.5,2786,Low CLTV,94,High Risk,Yes,Poor expertise of phone support
0867-MKZVY,United States,California,Altadena,91001,34.196837,-118.142236,Female,No,Yes,Yes,20,Established Customer,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4,Standard,Month-to-month,No,Electronic check,82.4,High,1592.35,5719,High CLTV,86,High Risk,Yes,Price too high
3376-BMGFE,United States,California,Monrovia,91016,34.1528,-118.000482,Female,No,No,Yes,4,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Bank transfer (automatic),70.9,High,273,4287,Medium CLTV,75,High Risk,Yes,Product dissatisfaction
3445-HXXGF,United States,California,Sierra Madre,91024,34.168686,-118.057505,Male,Yes,Yes,No,58,Long-Term Customer,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,4,Standard,Month-to-month,Yes,Electronic check,45.3,Medium,2651.2,5444,High CLTV,100,High Risk,Yes,Service dissatisfaction
1875-QIVME,United States,California,Tujunga,91042,34.296574,-118.244839,Female,No,Yes,Yes,2,New Customer,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,Premium,Month-to-month,Yes,Electronic check,104.4,High,242.8,4690,High CLTV,83,High Risk,Yes,Lack of self-service on Website
0691-JVSYA,United States,California,Pasadena,91103,34.167465,-118.165327,Female,No,Yes,No,53,Long-Term Customer,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Standard,One year,Yes,Bank transfer (automatic),94.85,High,5000.2,4328,Medium CLTV,80,High Risk,Yes,Network reliability
2656-FMOKZ,United States,California,Pasadena,91106,34.139402,-118.128658,Female,Yes,No,Yes,15,Established Customer,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Standard,Month-to-month,Yes,Mailed check,74.45,High,1145.7,5717,High CLTV,99,High Risk,Yes,Limited range of services
2070-FNEXE,United States,California,Pasadena,91107,34.159007,-118.087353,Female,Yes,No,Yes,7,Early Customer,Yes,No,Fiber optic,Yes,No,No,No,No,No,3,Standard,Month-to-month,No,Bank transfer (automatic),76.45,High,503.6,4419,Medium CLTV,81,High Risk,Yes,Lack of affordable download/upload speed
6317-YPKDH,United States,California,Glendale,91202,34.167926,-118.267539,Female,No,No,No,1,New Customer,No,No phone service,DSL,No,Yes,No,No,No,No,2,Basic,Month-to-month,No,Bank transfer (automatic),29.95,Low,29.95,4534,High CLTV,95,High Risk,Yes,Long distance charges
9367-WXLCH,United States,California,Glendale,91204,34.136306,-118.26036,Male,No,No,Yes,8,Early Customer,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Standard,Month-to-month,No,Bank transfer (automatic),84.5,High,662.65,2152,Low CLTV,86,High Risk,Yes,Extra data charges
1918-ZBFQJ,United States,California,Glendale,91206,34.162515,-118.203869,Female,No,No,Yes,13,Established Customer,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4,Standard,Month-to-month,Yes,Electronic check,79.25,High,1111.65,5142,High CLTV,73,High Risk,Yes,Price too high
1024-GUALD,United States,California,Glendale,91207,34.182378,-118.262922,Female,No,Yes,No,1,New Customer,No,No phone service,DSL,No,No,No,No,No,No,1,Basic,Month-to-month,Yes,Electronic check,24.8,Low,24.8,4851,High CLTV,94,High Risk,Yes,Product dissatisfaction
2472-OVKUP,United States,California,Canoga Park,91304,34.224377,-118.632656,Male,No,Yes,Yes,6,New Customer,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,5,Standard,Month-to-month,Yes,Electronic check,91,High,531,2283,Low CLTV,94,High Risk,Yes,Service dissatisfaction
1285-OKIPP,United States,California,Mission Hills,91345,34.266389,-118.459744,Male,No,No,Yes,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Standard,Month-to-month,No,Electronic check,79.9,High,79.9,3394,Medium CLTV,98,High Risk,Yes,Lack of self-service on Website
7825-ECJRF,United States,California,Santa Clarita,91350,34.502432,-118.41459,Female,No,No,Yes,19,Established Customer,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,7,Premium,Month-to-month,Yes,Electronic check,106.6,High,1934.45,3764,Medium CLTV,71,High Risk,Yes,Network reliability
7841-TZDMQ,United States,California,Sun Valley,91352,34.231053,-118.338307,Male,No,No,No,2,New Customer,Yes,No,DSL,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Credit card (automatic),46,Medium,84.5,2667,Low CLTV,76,High Risk,Yes,Don't know
9408-SSNVZ,United States,California,Stevenson Ranch,91381,34.364153,-118.615583,Female,No,No,Yes,4,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Electronic check,70.15,High,268.35,2227,Low CLTV,67,High Risk,Yes,Don't know
0742-MOABM,United States,California,Panorama City,91402,34.223768,-118.445461,Male,No,Yes,No,4,New Customer,Yes,No,DSL,No,No,No,Yes,No,No,3,Standard,Month-to-month,No,Mailed check,50.05,Medium,179.35,3394,Medium CLTV,82,High Risk,Yes,Don't know
2232-DMLXU,United States,California,Van Nuys,91411,34.17847,-118.459472,Female,No,Yes,No,1,New Customer,Yes,No,DSL,No,No,No,No,Yes,No,3,Standard,Month-to-month,No,Mailed check,55.2,Medium,55.2,3638,Medium CLTV,81,High Risk,Yes,Poor expertise of online support
8937-RDTHP,United States,California,Burbank,91504,34.213049,-118.317651,Male,No,No,Yes,1,New Customer,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,4,Standard,Month-to-month,Yes,Mailed check,84.6,High,84.6,2484,Low CLTV,66,Medium Risk,Yes,Poor expertise of phone support
1251-KRREG,United States,California,North Hollywood,91601,34.1692,-118.372498,Male,No,No,No,2,New Customer,Yes,Yes,DSL,No,Yes,No,No,No,No,4,Standard,Month-to-month,Yes,Mailed check,54.4,Medium,114.1,2556,Low CLTV,81,High Risk,Yes,Price too high
0094-OIFMO,United States,California,North Hollywood,91605,34.207295,-118.400022,Female,Yes,No,Yes,11,Early Customer,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,5,Standard,Month-to-month,Yes,Electronic check,95,High,1120.3,5980,High CLTV,85,High Risk,Yes,Product dissatisfaction
9947-OTFQU,United States,California,Covina,91722,34.097345,-117.906736,Male,Yes,No,No,15,Established Customer,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Standard,Month-to-month,Yes,Electronic check,74.4,High,1074.3,4616,High CLTV,86,High Risk,Yes,Service dissatisfaction
0322-YINQP,United States,California,Covina,91723,34.084747,-117.886844,Male,No,No,No,1,New Customer,Yes,No,DSL,Yes,No,No,No,No,No,3,Standard,Month-to-month,Yes,Mailed check,48.55,Medium,48.55,5687,High CLTV,77,High Risk,Yes,Lack of self-service on Website
4629-NRXKX,United States,California,El Monte,91731,34.079934,-118.046695,Female,No,Yes,No,2,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,No,Electronic check,70.4,High,147.15,5687,High CLTV,75,High Risk,Yes,Network reliability
9514-JDSKI,United States,California,El Monte,91732,34.074492,-118.01462,Male,Yes,Yes,No,1,New Customer,No,No phone service,DSL,No,Yes,No,No,Yes,No,3,Standard,Month-to-month,No,Electronic check,40.2,Medium,40.2,5828,High CLTV,65,Medium Risk,Yes,Limited range of services
4959-JOSRX,United States,California,La Puente,91744,34.031441,-117.936436,Female,No,Yes,No,2,New Customer,Yes,No,DSL,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Credit card (automatic),44.6,Medium,80.55,4884,High CLTV,99,High Risk,Yes,Lack of affordable download/upload speed
7273-TEFQD,United States,California,La Puente,91746,34.038983,-117.991372,Male,Yes,No,No,3,New Customer,No,No phone service,DSL,No,No,Yes,No,No,Yes,3,Standard,Month-to-month,Yes,Electronic check,41.15,Medium,132.2,2314,Low CLTV,96,High Risk,Yes,Long distance charges
3606-TWKGI,United States,California,Rowland Heights,91748,33.976753,-117.897367,Male,Yes,No,No,13,Established Customer,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Premium,Month-to-month,Yes,Electronic check,106.9,High,1364.3,2494,Low CLTV,84,High Risk,Yes,Extra data charges
6323-AYBRX,United States,California,Ontario,91762,34.057256,-117.667677,Male,No,No,No,59,Long-Term Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Two year,No,Mailed check,19.35,Low,1099.6,5084,High CLTV,83,High Risk,Yes,Price too high
4385-GZQXV,United States,California,Ontario,91764,34.074087,-117.605618,Female,Yes,No,No,16,Established Customer,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,5,Standard,Month-to-month,Yes,Electronic check,94.45,High,1511.2,3810,Medium CLTV,81,High Risk,Yes,Product dissatisfaction
6366-ZGQGL,United States,California,Pomona,91766,34.042286,-117.756106,Male,No,No,No,1,New Customer,No,No phone service,DSL,No,No,No,No,No,No,1,Basic,Month-to-month,No,Bank transfer (automatic),24.8,Low,24.8,5087,High CLTV,73,High Risk,Yes,Service dissatisfaction
5940-AHUHD,United States,California,Pomona,91768,34.067932,-117.785168,Male,No,No,No,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,No,Mailed check,70.6,High,70.6,3338,Medium CLTV,69,High Risk,Yes,Lack of self-service on Website
6432-TWQLB,United States,California,Rosemead,91770,34.065108,-118.082791,Male,No,Yes,No,5,New Customer,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,5,Standard,Month-to-month,Yes,Electronic check,85.4,High,401.1,3676,Medium CLTV,80,High Risk,Yes,Network reliability
4484-GLZOU,United States,California,San Dimas,91773,34.102119,-117.815532,Female,No,Yes,No,52,Long-Term Customer,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Premium,Month-to-month,Yes,Electronic check,105.05,High,5624.85,4839,High CLTV,65,Medium Risk,Yes,Don't know
9512-UIBFX,United States,California,West Covina,91791,34.061634,-117.893169,Male,No,Yes,No,18,Established Customer,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Standard,Month-to-month,No,Mailed check,95.15,High,1779.95,4643,High CLTV,68,High Risk,Yes,Don't know
5583-SXDAG,United States,California,Alhambra,91803,34.074736,-118.145959,Male,No,Yes,No,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,No,Electronic check,70,Medium,70,4094,Medium CLTV,97,High Risk,Yes,Don't know
3488-PGMQJ,United States,California,Alpine,91901,32.827184,-116.703729,Male,Yes,No,No,8,Early Customer,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Standard,Month-to-month,Yes,Electronic check,74.5,High,606.55,4345,Medium CLTV,80,High Risk,Yes,Poor expertise of online support
3580-REOAC,United States,California,Bonita,91902,32.67117,-117.00232,Male,No,No,No,10,Early Customer,Yes,No,DSL,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Credit card (automatic),44.85,Medium,435.4,4061,Medium CLTV,83,High Risk,Yes,Poor expertise of phone support
7534-BFESC,United States,California,Boulevard,91905,32.677097,-116.304991,Male,Yes,No,No,24,Established Customer,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Standard,Month-to-month,Yes,Electronic check,76.1,High,1712.7,2018,Low CLTV,98,High Risk,Yes,Price too high
6390-DSAZX,United States,California,Guatay,91931,32.857946,-116.561917,Female,No,No,No,1,New Customer,Yes,No,Fiber optic,Yes,No,No,No,No,No,3,Standard,Month-to-month,Yes,Mailed check,73.6,High,73.6,2565,Low CLTV,80,High Risk,Yes,Product dissatisfaction
8098-LLAZX,United States,California,Jacumba,91934,32.649787,-116.2237,Female,Yes,No,No,4,New Customer,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Standard,Month-to-month,Yes,Electronic check,95.45,High,396.1,3677,Medium CLTV,85,High Risk,Yes,Service dissatisfaction
0265-EDXBD,United States,California,Mount Laguna,91948,32.830852,-116.444601,Male,Yes,Yes,No,32,Loyal Customer,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Standard,Month-to-month,Yes,Electronic check,74.9,High,2303.35,4105,Medium CLTV,69,High Risk,Yes,Lack of self-service on Website
7563-BIUPC,United States,California,Borrego Springs,92004,33.200369,-116.192313,Male,No,No,No,5,New Customer,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Standard,Month-to-month,Yes,Electronic check,80.6,High,415.55,5715,High CLTV,69,High Risk,Yes,Network reliability
2321-OMBXY,United States,California,Carlsbad,92009,33.098018,-117.258203,Female,No,Yes,No,38,Long-Term Customer,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,7,Premium,One year,No,Credit card (automatic),80.3,High,3058.65,2071,Low CLTV,81,High Risk,Yes,Limited range of services
2840-XANRC,United States,California,Del Mar,92014,32.948262,-117.256086,Male,Yes,Yes,No,24,Established Customer,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Standard,Month-to-month,Yes,Electronic check,93.15,High,2231.05,2212,Low CLTV,73,High Risk,Yes,Lack of affordable download/upload speed
5020-ZSTTY,United States,California,El Cajon,92020,32.79697,-116.969082,Female,Yes,No,No,54,Long-Term Customer,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,8,Premium,One year,No,Bank transfer (automatic),82.45,High,4350.1,4149,Medium CLTV,83,High Risk,Yes,Long distance charges
5804-LEPIM,United States,California,Escondido,92029,33.079834,-117.134275,Female,Yes,No,No,2,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Electronic check,70.35,High,139.05,2671,Low CLTV,73,High Risk,Yes,Extra data charges
0122-OAHPZ,United States,California,Oceanside,92057,33.254497,-117.285879,Female,No,No,No,7,Early Customer,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Standard,Month-to-month,Yes,Electronic check,73.85,High,511.25,2473,Low CLTV,67,High Risk,Yes,Price too high
2868-SNELZ,United States,California,Pala,92059,33.384345,-117.072619,Female,No,No,No,2,New Customer,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4,Standard,Month-to-month,No,Mailed check,80.6,High,155.8,2683,Low CLTV,92,High Risk,Yes,Product dissatisfaction
4322-RCYMT,United States,California,Palomar Mountain,92060,33.309852,-116.823091,Male,No,Yes,No,68,Veteran Customer,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,7,Premium,One year,Yes,Bank transfer (automatic),75.8,High,5293.95,4903,High CLTV,81,High Risk,Yes,Service dissatisfaction
6680-NENYN,United States,California,Pauma Valley,92061,33.313828,-116.940501,Female,No,No,No,43,Long-Term Customer,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Premium,Two year,Yes,Electronic check,104.6,High,4759.85,5250,High CLTV,91,High Risk,Yes,Lack of self-service on Website
1343-EHPYB,United States,California,Ranchita,92066,33.215251,-116.53633,Male,No,Yes,No,63,Veteran Customer,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Premium,Month-to-month,Yes,Electronic check,103.4,High,6603,4352,Medium CLTV,98,High Risk,Yes,Network reliability
2034-GDRCN,United States,California,Valley Center,92082,33.25283,-116.986079,Female,No,No,No,2,New Customer,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Standard,Month-to-month,Yes,Electronic check,90.4,High,168.2,4157,Medium CLTV,76,High Risk,Yes,Don't know
0219-YTZUE,United States,California,San Diego,92103,32.747484,-117.166877,Male,No,Yes,No,4,New Customer,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5,Standard,Month-to-month,Yes,Bank transfer (automatic),84.8,High,371.9,4939,High CLTV,73,High Risk,Yes,Don't know
0623-IIHUG,United States,California,San Diego,92104,32.741499,-117.127409,Female,Yes,No,No,21,Established Customer,No,No phone service,DSL,Yes,No,No,No,Yes,No,3,Standard,Month-to-month,Yes,Electronic check,41.9,Medium,840.1,4778,High CLTV,97,High Risk,Yes,Don't know
